! ٭٭٭ گریباں گیر برسوں بعد میں نے اسے شہر کے ایک معمولی ہوٹل میں داخل ہوتے ہوئے دیکھا۔
! کو پوچھا تو کاؤنٹر والی لڑکی نے متعلقہ آفس سے کمپیوٹر مشین (جو ٹائپ رائٹر کی طرح ہوتی ہے۔
!! اک خواب وہی تو تھا جو ٹوٹ گیا آخر پل بھر میں گنوا بیٹھا اک عمر کا حاصل تھا۔
!مارچ ء کے دن مولانا خواجہ حسن نظامی کے ہمراہ نواب صاحب نے پہلی بار علامہ اقبال سے ملاقات فرمائی۔
ہاں یہ کہا جا سکتا ہے کہ سماجی زندگی میں ایسا ہوتا چلا آیا ہے اور حقیقت کی عکاسی ہے۔
ہاں! اور اس با پ پر بھی لعنت ہو جو اپنے نطفے سے ایسی نا خلف اولاد پیدا کرتا ہے۔
ہاں! میں اپنے معبودوں کے سامنے اقرار کرتا ہوں کہ میں نے خوب چہر کو اپنے نکاح میں قبول کیا۔
ہاں، تھوڑا سا بے شرم ہو کر وہ زاہدہ کے لئے ہر روز کوئی نہ کوئی چیز ضرور خرید لاتا۔
ہاں، مجھے اس کی ایک ایک بات یاد رہی اور پورے بیس بائیس برسوں تک____ پاکستان کی آمرانہ فوجی حکومت۔
ہاں، معشوق کے رشک و بد گمانی کا مضمون غالبؔ نے ایک عجیب و غریب پہلو سے ادا کیا ہے۔
ہاں، یہ تو لکھنا ہی بھول گئے کہ اس کام کے لئے مزدلفہ سے ہی کنکریاں چن کر لائے تھے۔
ہاں، یہ سوچ کر ہول آتا کہ اس فانی دنیا میں کوئی بھی ہمیشہ رہنے کے لیے نہیں آیا ہے۔
ہاں، یہ ضرور کہیں نہیں ملے گا کہ کہا جاتا ہے کہ یہ پتھّر جنّت الفردوس سے لایا گیا تھا۔
ہتھیار ڈالتے ہوئے میں نے مری آواز میں پوچھا: ''اچھا پنڈت جی! آپ کی ذمہ داری پر چلے چلتے ہیں۔
ہتھیلی پر خزاں رت میں مرا جب نام لکھو گی تو تم خوشبو کی صورت میں مجھے نزدیک پاؤ گی۔
ہجر میں بے تاب ہونے تک ذرا دل کے پتھر کو پانی کرو درد و غم سے اسے نکھارتا ہے۔
ہجر میں پہنچ کر نہایت خونریزی کی اور قبیلہ عبد القیس کو برباد کرتا ہوا مدینہ منورہ تک پہنچ گیا۔
ہجر کے اس بے انت سفر میں پل دو پل کا میل تو ساجن وصل نہیں ہے، خود سوزی ہے۔
ہجرت کا ارادہ یا تو حضرت لوط علیہ السلام نے ظاہر فرمایا کیونکہ ضمیر کا مرجع اقرب تو یہی ہے۔
ہجرت کے بعد مدینہ منورہ کے باشندے زیادہ تعداد میں مسلمان ہوئے تھے جن کو انصار کا لقب ملا تھا۔
ہجری کا نو واں سال آتے ہی ایک کے بعد ایک قبیلہ آتا چلا گیا اور اطاعت قبول کرتا رہا۔
ہجری) شیخ سید و شاہ عرف سیدن شاہ ولی (فتح پور) شیخ راجے حامد شاہ ( مانک پور) (م۔
ہجوم میں اپنی منفرد حیثیت کو قائم کرنا آپ کے تخلیقی ذہن کی غیر معمولی فعالیت کو ظاہر کرتا ہے۔
ہدایات تمام تر انسانوں کے مادی اجسام کی پیدائش کا عمل اس چار نکاتی فارمولے کے تحت انجام پاتا ہے۔
ہدایتی اسلوب کی بہترین مثالیں حکم اور استدعا کے لۓ استعمال کی جانے والی زبان میں دیکھنے کو ملتی ہیں۔
ہدایہ میں لکھا ہے کہ " صحیح تر یہ ہے کہ دونوں طرف سلام پھیر کر سجدہ سہو کرنا چاہیے۔
ہدیہ کا ایک خاص پہلو یہ بھی ہوتا ہے کہ دنیاوی طور پر اس کا تعلق طرفین سے ہوتا ہے۔
ہر 6 دسمبر کو ہمارا پورا پریوار (خاندان) سہما سا رہتا تھا اور کچھ نہ کچھ ہو بھی جاتا تھا۔
ہر اتوار کو وہ اسٹیشن والی مشینوں پر آتا تھا اور باقی دوسرے دن دوسری جگہوں پر نصب مشینوں پر۔
ہر اس بیماری سے جو تجھے دکھ پہنچائے اور ہر حاسد کی برائی اور بدی سے اللہ تجھے شفا دے۔
ہر اس بیٹے کے نا م جسے ماں یاد ہ اپنی بات غزل ہمیشہ تنقید کے نشانے پہ رہی ہے۔
ہر اس شخص کے لئے مبارکبادی ہے جو (جنت میں ) ہمارے لئے ہے اور ہم اس کے لئے ہیں۔
ہر اس شخص کے لیے جو (منہ در منہ) لوگوں پر طعن اور (پیٹھ پیچھے) برائیاں کرنے کا خوگر ہے۔
ہر امت اللہ کے سامنے ہو گی، رسول موجود ہو گا، نامہ اعمال ساتھ ہو گا، گواہ فرشتے حاضر ہوں۔
ہر امت اور ہر فرد کی خدا کے یہاں ایک معین مدت ہے، جب سزا کی گھڑی آ جائے گی۔
ہر امت کے رسول صلی اللہ علیہ و سلم کی تکذیب ہوئی ہے اور اسے مذاق میں اڑایا گیا ہے۔
ہر امت کے لئے ہم نے عبادت کا اک طریقہ مقرر کیا ہے جس پر ان کو چلنا ہوتا ہے۔
ہر انسان کو جھگڑے (خصومت ) اور دفاع دونوں صورتوں میں کسی کو اپنا وکیل بنانے کا حق حاصل ہے۔
ہر اک جزو بدن پر مجموعہ پریشان تھا، سی پار تن پر حضرت کی یہ صورت تھی، فرس کا تھا۔
ہر اک درّ عدن دریا میں ٭٭٭ مجرائی کیا کہوں میں محبت حسین کی ہر لحظہ دل پہ نقش ہے۔
ہر اک ذی روح کو کیوں کریں پرہیز صادقؔ اپنی آب و گل سے ہم *** بات ٹوٹ جاتی ہے۔
ہر اک لفظ میں تری خوشبو تری وفا کی مہک، تیرے پیار کی خوشبو زبان کوئی بھی ہو خوشبو کی۔
ہر اک پھول کی خوشبو میں قوس قزح کے جادو میں جگمگ جگمگ جگنو میں یا رب! تیری جلوت ہے۔
ہر ایک انسان اس وقت مطیع و منقاد ہو کر خدا کی حمد و ثنا کرتا ہوا حاضر ہو گا۔
ہر ایک بات مقررہ وقت اور معلوم مدت کتاب میں لکھی ہوئی ہے، ہر شے کی ایک مقدار معین ہے۔
ہر ایک کا یہی دعوی ہو گا کہ وہ نبی ہے لیکن حقیقت یہ ہے کہ میں خاتم النبیین ہوں۔
ہر ایک کو بہرحال اس کے حضور حاضر ہونا ہے، اور اپنے کئے کرائے کا صلہ و بدلہ پانا ہے۔
ہر ایک کی اس کارخانۂ حیات میں ایک اہمیت ہے اور اس کی زندگی کا کوئی نہ کوئی مقصد ہے۔
ہر ایک کے لئے وہی آسان کر دیا گیا ہے جس کے لئے وہ بنا ہے جو نیک بخت ہے۔
ہر ایک کے پاس اس کے غلمان آئیں گے اور خوشی خوشی ان پر قربان ہوں گے اور کہیں گے۔
ہر بات میں انہیں جھوٹ اور فریب نظر آتا تھا اور وہ آسانی سے کسی کا اعتبار نہیں کرتے تھے۔
ہر بار ہماری جانب سے تجدید محبت کیا معنی اک دن تری نیچی نظروں کا خود سلسلہ جنباں دیکھیں گے۔
ہر برقع پوش عورت کا نقاب یہ کہہ کر الٹتے تھے کہ اس کے اندر دہشت گرد ہو سکتا ہے۔
ہر بستی اسے جنگل یہ دل پاگل حسیں چہروں پہ مرنے کے لیے ہر وقت آمادہ بظاہر دیکھنے میں ہے۔
ہر بڑے بہتان ہائے گنہگار کے لیے (8) اللہ کی آیتوں کو سنتا ہے کہ اس پر پڑھی جاتی ہیں۔
ہر جان کو بدلہ اس کا جو اس نے کمایا تھا اور ان کے ساتھ نا انصافی نہ ہو گی۔
ہر جگہ، ہر تقریب یا محفل میں زینت کا مصرف رفتہ رفتہ "لاکر" کا سا ہو گیا تھا خاموش چوکیدار۔
ہر خبر کے ظہور میں آنے کا ایک وقت مقرر ہے، عنقریب تم کو خود انجام معلوم ہو جائے گا۔
ہر خواب رد و کد میں شمال شعلوں میں گھر گیا ہے کہ ایک چنگاری برف زاروں میں بھی ہے۔
ہر دم بھونکنے والا تین سروں والا کتاّ جو تاریک دنیا کی حفاظت کے لیے تھا، اچانک خاموش ہو گیا۔
ہر دم جو ضرر کی باتیں بد گمانی کا ذرا پردہ ہٹا کر دیکھیئے اگر مل سکے تو وفا چاہیے۔
ہر دور میں روح، نفس اور جسم بھی موضوع بحث رہے ہیں لیکن یہ تمام بحث بے نتیجہ رہی ہے۔
ہر دور کے لیے، ہر قوم کے لیے اور ہر طبقہ کے لیے، اس میں کسی کا استثناء نہیں ہے۔
ہر دین غالب زندگی کے تمام شعبوں کو اپنی روح اور اپنے مزاج کے مطابق ڈھا ل کر رہتا ہے۔
ہر رنگ کے بورڈ پر لکھا رہے گا کہ اس بورڈ کے روشن ہونے پر جو ٹرام کار آئے گی۔
ہر روز قوت بدن میں اور فرحت دل کی معلوم ہونے لگی، لیکن حضرت عشق کو کچھ اثر نہ کیا۔
ہر روز کا آنا جانا مگر کسی فرض کی ادائیگی یا ضروری کام سے جانا اس حکم میں نہیں آتا۔
ہر زبان اگر اپنے پس منظر میں تشکیل پائے تو بالائی سطح پر معنی کی نوعیت مختلف ہو سکتی ہے۔
ہر زمانے کے حالات اور مزاج کے مطابق الفاظ بھی تقریبا ایک جیسے مگر ہر تخلیقی شاعر کی زبان مختلف۔
ہر سال امتحان کے بعد جب گھر آتا تو والدین کو نتیجے کے لیے پہلے ہی سے تیار کر دیتا۔
ہر سال کے بدلے ایک دن ہمیں عذاب ہو گا تو صرف سات دن ہمیں جہنم میں رہنا پڑے گا۔
ہر ستون پر زمین کے قریب جالی دار گول چبوترہ ہے، اس میں در اصل ایر کنڈیشنر کے سوراخ ہیں۔
ہر سو کوئی آواز سنائی نہیں دیتی، جس میں گھڑگھڑاہٹ ہے جو پوں پوں کی صداؤں سے رگڑ کھاتی ہے۔
ہر شب شب برات وہ دن کہاں گئے وہ زمانہ کدھر گیا تیری نگاہ کا نہ مرے دل کا ہے۔
ہر شخص پر یہی لازم ہے کہ وہ اسی معاملے میں اجتہاد کرے جو اس کے علم میں نہ ہو۔
ہر شعبے کی اپنی انفرادیت پیدا ہو گی اور چند برسوں بعد ان شعبوں کی شخصیتیں محسوس ہونے لگیں گی۔
ہر شہر میں بدرئیں اور موریاں موجود ہیں جو شہر کی گندگی باہر لے جاتی ہیں۔
ہر صاحب علم یہ بحث اٹھا سکتا ہے کہ جو حکم کسی مسئلے میں قرآن سے نکالا جا رہا ہے۔
ہر صبح شام ان کی روحیں جہنم کے سامنے لائی جاتی ہیں، قیامت تک یہ عذاب انہیں ہوتا رہے گا۔
ہر طرح کے پھل اور میوہ اس میں پھلے ہیں، اس کی بیخ سے کافور سلسبیل کی نہریں رواں ہیں۔
ہر طرف شاید دھائی دے کبھی پر فراخ دشت میں آدم کی وہ سورت کہاں ایک منزل یہ بھی تھی۔
ہر طور اور ہر حالت میں اللہ کی شریعت کی افضلیت کا اعتراف بھی کفر و ایمان کا مسئلہ ہے۔
ہر عاقل و بالغ انسان کو، جو ریاست کا شہری ہو، مجلس امت کا رکن بننے کا حق حاصل ہے۔
ہر عضو بدن سے وہ چھلکتا ہوا رس عرصہ ہوا کہیں پڑھا تھا کہ تبتی زبان میں ایک اصطلاح ہے۔
ہر فریق اپنا وجود رکھتا تھا جن کو وہ اللہ کے سامنے پیش کرے گا اور وہاں فیصلہ ہو گا۔
ہر قدم پر حوصلہ افزائی، رہنمائی، علمی فراخدلی، عالی ظرفی اور مروت کا مظاہرہ ان کی طبیعت کا خاصہ تھا۔
ہر قوم کا آزاد کر دہ غلام انھیں میں سے ہے اور بہن کا بیٹا بھی انھیں میں سے ہے۔
ہر لمحہ سبزۂ سر دیوار کی زبان سے یہ صدا آتی ہے کہ مسلمانوں کی جگہ (بہ دستور) خالی ہے۔
ہر لمحہ گھر کو لوٹ کے جانے کا بھی خیال ہر لمحہ اس خیال سے دل کو حذر بھی ہے۔
ہر مسلمان پر جو شخص کسی کے صحن میں اترے تو اسے پورا کر دے اور چاہے تو چھوڑ دے۔
ہر ملک میں امریکا کا قائم کیا ہوا ج محاذ امریکی عوام اپنی جمہوریت کی دفاع میں نظر آتا ہے۔
ہر موقع پر اس کا ذکر کرے خوشی میں بھی رنج میں بھی، تنگی میں بھی فراخی میں بھی۔
ہر مہینے سسرال لکھ دیتا کہ خرچ زیادہ ہو رہا ہے، چنانچہ وہاں سے رقم میں اضافہ کر دیا جاتا۔
ہر نبی پر اللہ کی طرف سے فرض ہوتا ہے کہ اپنی امت کو تمام نیکیاں جو وہ جانتا ہے۔
ہر نبی کیلئے رہبانیت تھی اور میری امت کی رہبانیت اللہ عز و جل کی راہ میں جہاد کرنا ہے۔
ہر نگاہ پر کسی کو زندگی دیتا اور مارتا اور عزت و ذلت دیتا ہے اور جو چاہے کرتا ہے۔
ہر ولایہ کے اندر اہل ولایہ میں سے ایک منتخب کمیٹی (مجلس)ہو گی، جس کا سربراہ خود والی ہو گا۔
ہر پل اور ہر سو پھیلتے ہوئے اس شہر پر کسی وسیع و عریض انتظار گاہ کا گمان ہوتا تھا۔
