,      . بہت وسیع موضوع ہے اور میں محنت سے بھاگنے والا۔
یعنی الفاظ کے باہمی رشتے اور معنیاتی سلسلے محاورات کو اور عام زبان کے ساتھ ان کے رشتوں کو سمجھنے میں یہ صورت حال بہت مدد دیتی ہے۔
’’میں تحریر و تصنیف کے جملہ آداب سے واقف ہوں، میرے قلم سے بے ادبی شاذ و نادر ہی ہو سکتی ہے، میں فحش نگار نہیں افسانہ نگار ہوں۔
17 کیا وہ خالق جو (اتنا کچھ) پیدا فرمائے اس کے مثل ہو سکتا ہے جو (کچھ بھی) پیدا نہ کر سکے، کیا تم لوگ نصیحت قبول نہیں کرتے 18۔
اور اس کے دونوں گالوں پر وہ گرم اور نم آلود بوسے اور دن میں کتنی کتنی مرتبہ اس کے منہ سے شراب کی تیز بدبو تو ضرور آتی تھی۔
اوروہی (اللہ) ہے جس نے رات اور دن کو پیدا کیا اور سورج اور چاند کو (بھی)، تمام (آسمانی کرّے) اپنے اپنے مدار کے اندر تیزی سے تیرتے چلے جاتے ہیں۔
جذبوں سے بھری ہوئی رنگ پچکاری جیسی، دہشت سے نکلی ہوئی چیخ جیسی اور حیرت کے اس لمحے کی طرح جو عین صلیب پر اترے اور زندگی کا جوہر کشید کرے۔
سورۃ الْإسْراء / بنی إسْرآئیل سورت : مکی ترتیب تلاوت : 17 ترتیب نزولی : 50 رکوع : 12 آیات : 111 پارہ نمبر : 15 بسم اللہ الرحمن الرّحیم 1۔
شکیل الرحمن نے پریم چند کی کہانیوں کی روشنی میں بچوں کی نفسیات، حالات کا نفسیاتی رد عمل، اس کے اثرات اور حسی تصورات کے حوالے سے اچھی بحث کی ہے۔
قرآنی اصطلاح "رتق" کی سائنسی تفسیر ہمیں اس بات سے آگاہ کرتی ہے کہ بے پناہ توانائی نے کائنات کو اس وقت ’ابتدائی کمیتی اکائی‘ کی صورت میں باندھ رکھا تھا۔
قیلولہ دوپہر کے سونے کو کہتے ہیں، حاصل یہ ہے کہ وہ آگ شب و روز ان کے ساتھ رہے گی اور کسی بھی وقت ان سے جدا نہیں ہو گی۔
مصوّر : یہ نظم پانچ بندوں پر مشتمل ہے اور ہر بند آٹھ مصرعوں سے تشکیل دیا گیا ہے، مگر ان مصرعوں کی ترتیب سے بند کی ہیئت بدل گئی ہے۔
پر فتاوی اور شرعی فیصلہ جات کے ’فتاوی قاضی خان‘، ’فتاوی بزازیہ‘، ’فتاوی ابن تیمیہ‘، ’فتاوی امام نووی‘، ’فتاوی امام سبکی‘ اور ’فتاوی الہندیہ‘ جیسے مجموعات مرتب ہوئے۔
یوں نہ دیکھیں مجھے ترحّم سے اور کوئی عذاب دے دیجئے . طارقؔ تو یہی کہہ کے مشیت کا بھرم رکھ اچھا چلو قسمت میں مری غم ہیں تو ہوں گے۔
یہ واعظ خوش کلام، اللہ اللہ شرمندۂ ذوق عام، اللہ اللہ افسانہ تراش اور حق گو، توبہ! دیں اس کو بھی جام، اللہ اللہ لاریب کہ رہنمائے دوراں تو ہے۔
! (بخاری ) تشریح میرک رضی اللہ عنہ کہتے ہیں کہ ابن ماجہ اور احمد نے اپنی روایت میں "" رنگین"" کے ساتھ مہندی اور وسمہ کے الفاظ بھی نقل کئے ہیں۔
! آمد و خرچ کا حساب ان کا محبوب مشغلہ بھی ہے اور ہائی اسکول میں ریاضی میں امتیاز کے ساتھ کامیابی یعنی کا وہ پورا فائدہ ابھی تک اٹھاتے ہیں۔
! اب رہا کائنات کی جانب سے انسان کے مامون و مصؤن رہنے کی صورت تو وہ صرف انسان اور کائنات کی حرکت میں باہمی مطابقت اور یک جہتی پر موقوف ہے۔
! اور اگر کسی نے اپنے باپ یا اپنے دادا کو اور یا اپنی ماں کو ذبح کرنے کی نذر مانی تو تمام علماء کے نزدیک اس کی نذر لغو ہو گی۔
! اگر اللہ تعالی کی راہ میں جہاد، حج اور اپنی والدہ کے ساتھ نیکی کرنے کا مسئلہ نہ ہوتا تو میں غلام ہونے کی حالت میں فوت ہونے کو پسند کرتا۔
! تو جا اور جنت میں داخل ہو، وہاں تیرے لئے دنیا ( کی مسافت ) کے بقدر اور اس سے دس گنی مزید جگہ تیرے لئے ( مخصوص کر دی گی۔
! رشتۂ در گردنم افگندہ دوست مہ برد ہر جا کہ خاطرخواہ اوست چلو! اتنی دیر میں‌اورسب حوریں بھی آ گئیں اور زمرد حسین کو ساتھ لیے قصر دری کے باہر نکلی۔
! ساتوں سمندر اسی وجود میں ہیں، اور تمام ستارے اسی جگہ چمک دمک رہے ہیں، ان ستاروں کی کوئی تعداد بتا نہیں سکتا، لاتعداد انگنت ستاروں کی روشنی پھیلی ہوئی ہے۔
! شبانہ کو لگتا ہے کہ اس سے گلے ملنے والا یہ بوڑھا شاید سٹیا گیا ہے، وہ حیرت سے لوگوں کو دیکھتے ہوئے مسکرا کر کہتی ہے: شکریہ دادا جی شکریہ۔
! نہ جانے کیوں جولیا سچ مچ اس کے لئے مغموم ہو گئی تھی! ﴿﴾ ﴿﴾ ﴿﴾ جوزف بس چلتا ہی رہا! اسے احساس نہیں تھا کہ وہ کتنا چل چکا ہے۔
! وہ شخص ( انتہائی تحیر واستعجاب کے عالم میں ) کہے گا کہ ( پروردگار !) کیا آپ مجھ سے مذاق کررہے ہیں یا یہ کہے گا کہ آپ مجھ سے۔
! ٭٭٭ زندگی کا تسلسل (پانچوں بچے) میں نے اپنی دیانت کی سب دولتیں اپنی اولاد کو دیں فقط اور باقی عزیزوں کو صرف اور صرف اپنے حصے کا گھر لکھ دیا۔
! پھر جولیا نے دیکھا کہ وہ کار میں بیٹھ کر اسے اسٹارٹ کرنے کی کوشش کر رہا ہے! تھوڑی ہی دیر بعد وہ انجن کھولے اس پر جھکا ہوا نظر آیا۔
!! اعتبار کیا ! میں بچے کے آنسوؤں کی طرح ہو گئی اور ابھی تک آنکھوں کی طرح ہوں اور ابھی تک مسلمان ہوں! زندگی کی چھاؤں میں کوئی سورج نہیں ہے۔
!! پروفیسر بشیر احمد سوز قلم قبیلے کے سارے لوگو قلم اٹھؤ کہ ایک لمحہ زمیں کے سینے کو چاک کرنے وجود ہستی کو خاک کرنے فلک سے نیچے اتر گیا ہے۔
!مقصد یہ تھا کہ ان باتوں کی بشارت تمام صحابہ سن لیں اور اس ضمن میں ان دونوں شکایت کنندہ کو جواب بھی حاصل ہو جائے جس سے ان کو تسلی ہو۔
"        ." پھر رافی اسٹیئرنگ پر ایک بازو رکھ کر رابرٹ ٹائیلر کے انداز سے کہتا تھا۔
پھر احادیث گھڑیں جن میں وہ باتیں تھیں جو آپؐ نے نہیں فرمائیں تھیں، ان میں وہ کچھ تھا جو اسلام میں نہیں ہے اور جو اسلامی مفاہیم کے عین مخالف تھا۔
پھر احد والے دن ان کی آزمائش ہو گئی اور لوگ پیٹھ پھیر کر بھاگ کھڑے ہوئے جس پر یہ فرمان عالیشان اترا کہ کیوں وہ کہتے ہو جو کہ نہیں دکھاتے؟
پھر ارشاد ہوا کہ ان کے دلوں میں سے خود آپس کا بغض و بیر بھی قیامت تک نہیں مٹے گا، ایک دوسرے کا آپس میں ہی خون پینے والے لوگ ہیں۔
پھر ارشاد ہوا کہ کسی سے بات نہ کرنا اشارے سے سمجھا دینا کہ میں آج روزے سے سمجھا دینا کہ سمجھا دینا کہ میں نے بولنے سے ہی روزہ رکھا ہے۔
پھر اس ساتھ ہی اسے ایک قبول شدہ حج اور ایک مقبول عمرے کا ثواب ملتا ہے اور اگر اسی دن اس کا انتقال ہو جائے تو شہادت کا درجہ ملتا ہے۔
پھر اس طرح کے کپڑے بھی نے پہنا کرو جن میں زعفران یا ورس لگا ہوا ہو اس کے علاوہ یہ کہ خواتین بحالت احرام نہ تو نقاب ڈالیں نہ دستانے پہنیں۔
پھر اس قسم کا کپڑا بھی نہ پہنا کرو کہ جس میں زعفران یا ورس لگا ہو نیز خواتین نہ تو نقاب ڈالیں نہ وہ دستانے (حالت احرام میں ) پہنا کریں۔
پھر اس میں تم برابر ہو تم ان سے اس طرح ڈرتے ہو جس طرح اپنوں سے ڈرتے ہو اس طرح ہم عقل والوں کے لیے آیتیں کھول کر بیان کرتے ہیں۔
پھر اس نے بڑی مچھلیوں کا ایک ریوڑ دیکھا جو کہ سمندری لہر کی سفید چوٹی پر سوار ہو کر آ رہا تھا اور غوطہ زنی کرتے ہوئے آگے بڑھ رہا تھا۔
پھر اس نے خط بند کیا اور ضحاک 23 بن قیس فہری کے سپرد کر کے حکم دیا کہ اس کے بیٹے کو پہنچا دینا اس کے بعد وہ ہلاک ہو گیا۔
پھر اس نے زور زور سے چلّانا شروع کیا اور پھر اپنی پوری طاقت لگا کر اپنی گردن کی رسّی توڑ ڈالی اور جھاڑیوں میں ایک سمت تیزی سے اندر گھس گیا۔
پھر اس نے پوچھا کہ مجھے یہ بتاؤ کہ رغر کے چشمہ میں پانی ہے یا نہیں اور وہاں کے لوگ اس چشمہ کے پانی کے ذر یعہ کھیتی باڑی کرتے ہیں؟
پھر اس پر قائم رہے ان پر فرشتے اتریں گے کہ تم خوف نہ کرو اور نہ غم کرو اور جنت میں خوش رہو جس کا تم سے وعدہ کیا جاتا تھا۔
پھر اس پر لکھا ہوا سبقت کر جاتا ہے اور دوزخیوں کے اعمال شروع کر دیتا ہے اور اسی میں داخل ہو جاتا ہے اور کوئی جہنمیوں کے اعمال کرنے لگتا ہے۔
پھر اس پر یہ ترقی کہ ا دھر معشوق کی تمکنت و ناز ادھر عاشق کی بے تابی و اصرار کی دونوں تصویریں بھی اسی شعر میں سے جھلکی دکھلا رہی ہیں۔
پھر اس کرم اور عظمت والے قرآن کی قسم کھائی جس کے آگے سے یا پچھے سے باطل نہیں آسکتا جو حکمتوں اور تعریفوں والے اللہ کی طرف سے نازل ہوا ہے۔
پھر اس کی حالت یہ ہو جاتی ہے کہ نہ کان نصیحت کی بات سنتے ہیں، نہ دل سچی بات کو سمجھتا ہے، نہ آنکھ سے بصیرت کی روشنی نظر آتی ہے۔
پھر اس کی حکیمانہ تربیت کے مظہر کو واضح کیا گیا کہ رات کا اندھیرا سکون و آرام کے لئے، دن کا اجالا کام کاج اور روزی کمانے کے لئے بنایا ہے۔
پھر اس کے مال میں سے اس کے حکم کے موافق خرچ کرنا بھاری کیوں معلوم ہو، خوشی اور اختیار سے نہ دو گے تو بے اختیار اسی کے پاس پہنچے گا۔
پھر اسی ترتیب سے آپ خود بھی نماز میں اور دوسرے مواقع پر قرآن مجید کی تلاوت فرماتے تھے اور اسی ترتیب کے مطابق صحابہ کرام بھی اس کو یاد کرتے تھے۔
پھر اللہ تبارک و تعالی نے فرمایا یا محمّد (صلی اللہ علیہ و آلہٖ و سلم) کیا تم جانتے ہو کہ عالم بالا کے ملائکہ کس امر میں بحث کر رہے ہیں۔
پھر اللہ عزوجل اس بات پر، جس قدر اللہ چاہے گا، اس شخص سے پختہ وعدہ لے گا اور اللہ تعالی اس شخص کا منہ دوزخ (کی طرف) سے پھیر دے گا۔
پھر اللہ کے لئے اولاد کے عقیدہ کی دندان شکن انداز میں تردید کرتے ہوئے فرمایا کہ مشرکین کہتے ہیں کہ فرشتے چونکہ نظر نہیں آتے، عورتوں کی طرح چھپے رہتے ہیں۔
پھر امراء و رؤساء وغیرہ کی کوئی مجلس ایسی نہیں جن کے ہاں لطف کلام اور بذلہ سنجی اور تفنن کے لیے صوفیہ کے اشعار اور نکات کھلونا بنے ہوئے نہ ہوں۔
پھر ان صاحب نے اس باغ کی وسعت و کشادگی اور تروتازگی وشادابی کا ذکر کیا اور (کہا کہ پھر میں نے دیکھا کہ ) اس باغ کے بیچوں بیچ لو ہے۔
پھر ان میں سے کسی کے لیے بھی یہ جائز نہیں کہ دوسرے سے اس لیے جلدی وفارقت اختیار کرے کہ کہیں وہ بیع فسخ نہ کر دے یہ حدیث حسن ہے۔
پھر ان پرندوں کو پکارو تو وہ پرندے زندہ ہو کر دوڑتے ہوئے تمہارے پاس آ جائیں گے اور تم مردوں کے زندہ ہونے کا منظر اپنی آنکھوں سے دیکھ لو گے۔
پھر ان کی نیکیوں میں چار چاند لگانے والی چیز کا بیان یعنی ان کے خلوص اور اللہ طلبی کا کہ یہ اللہ کے فضل اور اس کی رضا کے متلاشی ہیں۔
پھر ان کی گردنیں اس کے آگے جھک جائیں (۴) اور ان کے پاس (خدائے ) رحمن کی طرف سے کوئی نصیحت نہیں آتی مگر یہ اس سے منہ پھیر لیتے ہیں۔
پھر ان کی گواہی کبھی بھی قبول نہ کی جائے، ان کو معاشرتی سزا بھی ملنی چاہئے یعنی اس دن سے ہی معاشرے میں ان کی کوئی حیثیت باقی نہیں رہ جاتی۔
پھر ان کے بعد ان کے ایسے نا خلف جانشین ہوئے جنہوں نے ضائع کر دیا نماز کو، اور وہ پیچھے لگ گئے اپنی خواہشات کے، سو وہ پا کر رہیں گے۔
پھر ان کے پاس ان کے آگے ان کے پیچھے ان کے دائیں اور ان کے بائیں سے آؤں گا اور تو اکثر کو ان میں سے شکر گزار نہیں پائے گا۔
پھر انھوں نے ایک یا دو آدمیوں کو بھیجا، انھوں نے دیکھا کہ پانی موجود ہے، وہ لوٹ کر گئے اور انھیں پانی کی خبر دی، وہ بھی ( وہاں ) آئے۔
پھر انہوں نے سر جھٹک کر اپنے واہموں سے نجات حاصل کرنے کی کوشش کی تاہم دل کی بے سکونی ان کی پیشانی پر تفکر کی لکیر بن کر چھلک آئی تھی۔
پھر انہیں ان کی سزا سنائی جا رہی ہے کہ جہنم کا جلنا انہیں بس ہے، ان کے کفر و عناد کی ان کی تکذیب اور سرکشی کی یہ سزا کافی ہے۔
پھر انہیں ان کی یہ ذلیل حرکت یاد دلائی جا رہی ہے کہ تم سچائی جانتے ہوئے بھی حق کو پہچانتے ہوئے اللہ تعالی کی آیات سے یہ منکر ہو رہے ہو۔
پھر انہیں اپنی بائیں جانب بٹھایا اور ان سے سرگوشی کی تو وہ رونے لگیں پھر آپ نے دوبارہ سرگوشی کی تو ہنسنے لگیں میں نے ان سے کہا آپ کیوں روئیں؟
پھر انہیں دھمکایا جاتا ہے جو اللہ کے احکام کی رو گردانی کر لیں اور رسولوں کی نہ مانیں کہ ایسے لوگوں کو ضرور ضرور قیامت کے دن سخت عذاب ہو گا۔
پھر اپنی تنگ دامنی کو دیکھتا ہوں تو تڑپتا ہوں، اپنی مجبوری پر روتا ہوں، اپنی نارسائی پر اگر کوئی مستی اور محرومی کا شاعری ہو سکتا ہے تو میں ہوں، مرزا۔
پھر اپنی منزل کی جانب کوچ کر جاتا ہے، کہیں رک کر دم لینے کا ہر گز یہ مطلب نہیں ہے کہ منزل حاصل ہو گئی یا ہم منزل پر پہنچ گئے۔
پھر اپنے گمان (باطل) سے کہتے ہیں کہ یہ (حصہ) اﷲ کے لئے ہے اور یہ ہمارے (خود ساختہ) شریکوں کے لئے ہے، پھر جو (حصہ) ان کے شریکوں کے لئے ہے۔
پھر اچانک عذاب الہی کے ظہور کی صورت میں انسانی بے بسی کی تصویر کھینچی گئی ہے اور ہدایت یافتہ اور گمراہ انسان کو نہایت خوبصورت تعبیر میں واضح کیا گیا ہے۔
پھر اکثر لوگ تو مغرب اور عشاء کے لئے ایک ہی بار جا کر عشاء کے بعد ہی لوٹتے ہیں تو اس وقت پانی لیں تو رات تک ضرورت نہیں پڑے گی۔
پھر اگر امام اللہ سے ڈر کر حکم کرے انصاف کے مطابق تو اس کو ثواب ہو گا اور جو شخص اس کے خلاف حکم کرے تو اس کو وبال ہو گا۔
پھر اگر انہیں کوئی بھلائی پہنچ گئی جب تو چین سے ہیں اور جب کوئی جانچ آ کر پڑی منہ کے بل پلٹ گئے، دنیا اور آخرت دونوں کا گھاٹا یہی ہے۔
پھر اگر چوتھی مرتبہ بھی وہ زنا کاری کا اعادہ کرے تو اسے چاہیے کہ اسے کوڑے لگائے یا اسے ایک رسی یا بالوں کی رسی ہی کے عوض فروخت کر ڈالے۔
پھر اگر کلام کو ظاہر پر محمول کیا جائے تو پھر اس میں کوئی ابہام نہیں ہے کہ اس سے اس کا مذہب اور اس کے کلام کا مقصد معلوم ہوتا ہے۔
پھر اگر کوئی خوشحال ہوتا تو شام کی طرف سے آنے والے قافلے سے میدہ خریدتا جسے وہ اکیلا ہی کھاتا اس کے گھر والوں کا کھانا کھجوریں اور جو ہی ہوتے۔
پھر اگر ہلاک ہو گئے تو ان کا راستہ پہلے ہلاک ہونے والوں کا ہے اور ان کا دین ان کے لئے قائم رہا تو وہ ستر برس تک قائم رہے گا۔
پھر اگلے روز میں حضور اکرم صلی اللہ علیہ و آلہ و سلم کے پاس آیا تو فرمایا کہ بیشک میں نے تمہیں ان بالوں کی وجہ سے عیب نہیں لگایا تھا۔
پھر ایک آدمی نے عرض کیا عتیرہ اور فرع میں یا رسول اللہ صلی اللہ علیہ و آلہ و سلم آپ صلی اللہ علیہ و آلہ و سلم کیا فرق فرماتے ہیں؟
پھر ایک آدمی کو آپ صلی اللہ علیہ و آلہ و سلم بھیجتے جو کہ ہم کو اس کی جگہ سے اس کو اٹھانے کا حکم کرتا یعنی جس جگہ غلہ خریدا۔
پھر ایک تصویر میں وہ منظر تھا کہ ترئی کی بیل یوں لگی تھی کہ پھل جالی سے نیچے لٹک رہی تھے اور باقی بیل مع پتوں کے جالی کے اوپر تھی۔
پھر ایک دن ناران میں جب ہم دریائے کنہار کے ساتھ ساتھ چلے تھے تو ہمیں اندازہ ہوا تھا کہ اس دریا کی خوب صورتی کو صرف دور سے سراہنا اچھا تھا۔
پھر ایک روز ایسا ہوا کہ خود خلیل خاں کے ہاتھوں کے طوطے اچانک پھررررسے یوں اڑ گئے کہ وہ حواس باختہ ہو کر دوسروں کا منھ تکتے کے تکتے رہ گئے۔
پھر باقی حدیث بیان کی ابو داد نے کہا کہ عوف بن عفراء اور معوذ بن عفراء نے ابو جہل بن ہشام کو قتل کیا لیکن وہ اس کو پہچانتے نہ تھے۔
پھر باقی نماز اسی طرح ادا فرماتے حتی کہ جب وہ سجدہ کرتے جس کے بعد سلام پھیرنا ہوتا تو ایک پاؤں پیچھے کر کے بائیں جانب پر سرین کے بل بیٹھتے۔
پھر بعد میں آپ صلی اللہ علیہ و سلم نے اس کی اجازت دے دی تھی، چنانچہ بعض علماء فرماتے ہیں کہ یہ اجازت مردوں اور عورتوں دونوں کے حق میں تھی۔
پھر بھی حشمت الہی راز داری سے گویا ہوئے ’’بیٹے منظور کو یہ مشورہ میں نے ہی دیا تھا بات یہ ہے کہ ہمیں سوشل سے اتنا ہی کرایہ مل جاتا ہے۔
پھر بھی مفاہیم پوری طرح کھل کر کبھی سامنے نہیں آئے بلکہ ایک تشنگی سی رہی اور شعر حافظہ میں "تیر نیم کش" کی طرح اپنے دائمی قیام کا احساس دلاتے رہے۔
پھر بھی منٹو کی شخصیت اور اس کے فن کے کچھ گوشے ایسے بھی ہیں جن کے جدید مطالعے سے ہمیں منٹو کو نئے انداز میں دیکھنے کا موقع میسر آتا ہے۔
پھر بھی کبھی کبھی ماضی قریب کو حال کے محسوس ترین لمحوں کی کسوٹی پر کس کر دیکھنے کو جی چاہتا ہے کہ اس میں کتنا کچھ بے معنی یا بامعنی ہے۔
پھر بھی کوئی سچائی کوئی اخلاقی نکتہ شعور پر آہستہ آہستہ نمودار ہونے لگتا ہے اور اچانک سچائی کے تئیں ایسی بیداری پیدا ہوتی ہے جس سے جمالیاتی انبساط حاصل ہوتا ہے۔
پھر تم اور وہ برابر ہو جائیں پس ان میں سے کسی کو دوست نہ انو، یہی روایت ابن مردویہ میں ہے کہ تم بھی کفر کرو جیسے وہ کفر کرتے ہیں۔
پھر تم شب برات میں جاہل قوموں کی طرح کھیل تماشے کرتے ہو اور تم میں ایک گروہ کا یہ خیال ہے کہ اس روز مردوں کو کثرت سے کھانا بھیجنا چاہیے۔
پھر توحید باری تعالی پر کائناتی شواہد اور تخلیق انسانی کے مختلف مراحل سے استدلال کرتے ہوئے بتایا ہے کہ انسان بوسیدہ ہو کر زمین کی وسعتوں میں گم ہو جائے گا۔
پھر تیسری مرتبہ آپ صلی اللہ علیہ و سلم نے فرمایا. میں اٹھ کھڑا ہوا، تو رسول اللہ صلی اللہ علیہ و سلم نے فرمایا کیا ہوا تجھ کو اے ابو قتادہ؟
پھر تین تین مرتبہ الْحمْد للّہ اور اللّہ أکْبر کہنے کے بعد یہ دعا پڑھی سبْحانک إنّی قدْ ظلمْت نفْسی فاغْفرْ لی فإنّہ لا یغْفر الذّنوب إلّا أنْت (تیری ذات پاک ہے۔
پھر جانوروں کو تقسیم کیا تو دس بکریاں ایک اونٹ کے برابر مقرر و متعین کیں اتنے میں ایک اونٹ بھاگ نکلا اور لوگوں کے پاس گھوڑے بھی کم تعداد میں تھے۔
پھر جب آپ کے بعد ابو بکر خلیفہ ہوئے تو انھوں نے بھی فدک کا وہی کیا جو رسول اللہ صلی اللہ علیہ و آلہ و سلم اپنی زندگی میں کرتے تھے۔
پھر جب اس کا وبال ان پر پڑا تو اب بھی متنبہ اور تائب نہ ہوئے بلکہ لگے جھوٹی قسمیں کھانے اور تاویلیں گھڑنے پھر ایسوں کی مغفرت ہو تو کیونکر ہو۔
پھر جب اس کے رب نے پہاڑ پر (اپنے حسن کا) جلوہ فرمایا تو (شدّت انوار سے) اسے ریزہ ریزہ کر دیا اور موسی (علیہ السلام) بے ہوش ہو کر گر پڑا۔
پھر جب ان میں سے کوئی نہ اٹھا تو آپ سیدہ ام سلمہؓ کے پاس گئے اور ان سے (یہ سب واقعہ) بیان کیا، جو لوگوں سے آپﷺ کو پیش آیا تھا۔
پھر جب تیسری مرتبہ آپ نے یہی فرمایا تو میں اٹھ کھڑا ہوا رسول اللہ صلی اللہ علیہ و آلہ و سلم نے فرمایا اے ابو قتادہ تجھ کو کیا ہو ا؟
پھر جب دوسرا دن آیا تو آپ صلی اللہ علیہ و آلہ و سلم نے فجر کی نماز پڑھی اور فراغت کے بعد ہم لوگ کہنے لگے کہ کیا سورج نکل آیا؟
پھر جب رسول اللہ صلی اللہ علیہ والہ و سلم فجر کی نماز پڑھ چکے تو سب خیموں کو دیکھا اور فرمایا کہ ان لوگوں نے کیا نیکی کا ارادہ کیا ہے؟
پھر جب مخدوم نے اپنے سحر آگیں ترنم میں اپنی نظم ’وہ‘‘ سنائی تو کھڑکیوں کی طرف اٹھنے والی للچائی ہوئی نگاہیں شرم و جھینپ کے بوجھ تلے جھک کر رہ گئیں۔
پھر جب موسی (علیہ السلام) ان کے پاس ہماری واضح اور روشن نشانیاں لے کر آئے تو وہ لوگ کہنے لگے کہ یہ تو من گڑھت جادو کے سوا (کچھ) نہیں ہے۔
پھر جب پہلا وعدہ آیا تو ہم نے تم پر اپنے بندے سخت لڑائی والے بھیجے پھر وہ تمہارے گھروں میں گھس گئے اور اللہ کا وعدہ تو پورا ہونا ہی تھا۔
پھر جب پینے کو دیا جائے گا تو گرم کھولتا پانی اس کی گرمی اور سوزش اس تھوہڑ کی گرمی اور جلن سے مل کر اور تکلیف و بے چینی بڑھائے گی۔
پھر جب چند منٹ بعد اس نے دیکھا کہ اس پروگرام کے متعلق حبیب میرزا بھی خاموش ہو گئے ہیں تو وہ اٹھی اور لیلی اور شیریں کے پاس جا کھڑی ہوئی۔
پھر جب کوئی واضح سورت نازل کی جاتی ہے اور اس میں (صریحا) جہاد کا ذکر کیا جاتا ہے تو آپ ایسے لوگوں کو جن کے دلوں میں (نفاق کی) بیماری ہے۔
پھر جب ہم رسول اللہ صلی اللہ علیہ و آلہ و سلم کی خدمت میں حاضر ہوئے تو آپ صلی اللہ علیہ و آلہ و سلم کے سامنے یہ قصہ بیان کیا۔
پھر جب ہم نے اس پر موت کا حکم کیا تو انہیں ا سکی موت کا پتہ نہ دیا مگر گھن کے کیڑے نے جو اس کے عصا کو کھا رہا تھا۔
پھر جب یہ اسلام کے گواہ عرب سے باہر نکلے تو پچیس سال کے اندر ترکستان سے لے کر مراکش تک قوموں کی قومیں ان کی شہادت پر ایمان لاتی چلی گئیں۔
پھر جس وقت اس کو دوسرا حیض آ جائے اور وہ اس سے پاک ہو جائیں تو جب اگر عبداللہ کا دل چاہے تو اس کو رکھ لیں یا طلاق دے دیں۔
